analysis_group,task_id,condition,replicate,auc,auprc,mcc,accuracy,balanced_accuracy,sensitivity,specificity
primary,snnrice6ma_rice_chen,random_missing_40,5,0.8684077995867768,0.8709754374563444,0.5535859031547299,0.775,0.7749999999999999,0.8318181818181818,0.7181818181818181
primary,snnrice6ma_rice_chen,random_missing_40,6,0.8620170454545455,0.8642412633275395,0.5820780123823808,0.7897727272727273,0.7897727272727273,0.8363636363636363,0.7431818181818182
primary,snnrice6ma_rice_chen,random_missing_40,7,0.8572352789256199,0.8563504321815518,0.5504514584785427,0.772159090909091,0.772159090909091,0.8465909090909091,0.6977272727272728
primary,snnrice6ma_rice_chen,random_missing_40,8,0.8602569731404958,0.8634269245169649,0.540921721623416,0.7681818181818182,0.7681818181818182,0.8329545454545455,0.7034090909090909
primary,snnrice6ma_rice_chen,random_missing_40,9,0.8132076446280991,0.8036682217848286,0.47765545878366306,0.7323863636363637,0.7323863636363637,0.8477272727272728,0.6170454545454546
primary,snnrice6ma_rice_chen,random_missing_40,10,0.8551407541322313,0.8578736123591016,0.5352721189613802,0.7653409090909091,0.7653409090909091,0.8306818181818182,0.7
primary,snnrice6ma_rice_chen,random_missing_40,11,0.8059116735537191,0.8029683246560448,0.41237672112072793,0.7034090909090909,0.7034090909090909,0.7852272727272728,0.6215909090909091
primary,snnrice6ma_rice_chen,random_missing_40,12,0.8435550103305784,0.8449085406694248,0.49767077253245134,0.74375,0.74375,0.8443181818181819,0.6431818181818182
primary,snnrice6ma_rice_chen,random_missing_40,13,0.8412809917355373,0.84259094507662,0.4935173313598068,0.74375,0.7437499999999999,0.821590909090909,0.6659090909090909
primary,snnrice6ma_rice_chen,random_missing_40,14,0.8740689566115702,0.8759294168738182,0.5664758595097378,0.7818181818181819,0.7818181818181817,0.8318181818181818,0.7318181818181818
primary,snnrice6ma_rice_chen,random_missing_40,15,0.8595674070247933,0.8632445013395538,0.5348784510925262,0.7659090909090909,0.7659090909090909,0.8193181818181818,0.7125
primary,snnrice6ma_rice_chen,random_missing_40,16,0.8695118801652892,0.8672680760304804,0.5726734439533746,0.7840909090909091,0.7840909090909091,0.8465909090909091,0.7215909090909091
primary,snnrice6ma_rice_chen,random_missing_40,17,0.8334755940082643,0.8288162676083397,0.4931650244477026,0.74375,0.74375,0.8193181818181818,0.6681818181818182
primary,snnrice6ma_rice_chen,random_missing_40,18,0.8704971590909092,0.8727663534767867,0.5754355244356091,0.7869318181818182,0.7869318181818181,0.8238636363636364,0.75
primary,snnrice6ma_rice_chen,random_missing_40,19,0.8367032541322313,0.8390680143006755,0.4944018240174211,0.7443181818181818,0.7443181818181819,0.8204545454545454,0.6681818181818182
primary,snnrice6ma_rice_chen,random_missing_40,20,0.8808535640495868,0.8813865857661123,0.5816054504921156,0.7897727272727273,0.7897727272727273,0.8318181818181818,0.7477272727272727
primary,snnrice6ma_rice_chen,score_noise_005,1,0.8711596074380165,0.866571800074464,0.5716976265196214,0.7852272727272728,0.7852272727272728,0.8181818181818182,0.7522727272727273
primary,snnrice6ma_rice_chen,score_noise_005,2,0.868988894628099,0.8584035228502327,0.5544155268843731,0.7767045454545455,0.7767045454545454,0.8068181818181818,0.7465909090909091
primary,snnrice6ma_rice_chen,score_noise_005,3,0.8730049070247934,0.8710811062387044,0.5685986667195425,0.7835227272727273,0.7835227272727272,0.8204545454545454,0.7465909090909091
primary,snnrice6ma_rice_chen,score_noise_005,4,0.8654984504132233,0.8658869851534976,0.5586913217610112,0.7784090909090909,0.7784090909090909,0.8193181818181818,0.7375
primary,snnrice6ma_rice_chen,score_noise_005,5,0.8782334710743801,0.8739270371876291,0.5885684340846425,0.79375,0.79375,0.8238636363636364,0.7636363636363637
primary,snnrice6ma_rice_chen,score_noise_005,6,0.8665573347107438,0.8618217232916827,0.5625869073718984,0.7806818181818181,0.7806818181818181,0.8136363636363636,0.7477272727272727
primary,snnrice6ma_rice_chen,score_noise_005,7,0.8727763429752066,0.8714294831110418,0.5860637521822879,0.7926136363636364,0.7926136363636364,0.8193181818181818,0.7659090909090909
primary,snnrice6ma_rice_chen,score_noise_005,8,0.8726110537190083,0.8712812532176277,0.5747630334275026,0.7863636363636364,0.7863636363636364,0.8284090909090909,0.7443181818181818
primary,snnrice6ma_rice_chen,score_noise_005,9,0.8732463842975207,0.8776785093463424,0.5660463757204187,0.7823863636363636,0.7823863636363637,0.8159090909090909,0.7488636363636364
primary,snnrice6ma_rice_chen,score_noise_005,10,0.8723669938016528,0.867994504369406,0.5698857808048186,0.7840909090909091,0.7840909090909092,0.8227272727272728,0.7454545454545455
primary,snnrice6ma_rice_chen,score_noise_005,11,0.8718853305785125,0.8677896476403624,0.5760856470254242,0.7875,0.7875000000000001,0.8181818181818182,0.7568181818181818
primary,snnrice6ma_rice_chen,score_noise_005,12,0.8705552685950413,0.8743222125287312,0.5742479585043908,0.7863636363636364,0.7863636363636364,0.8227272727272728,0.75
primary,snnrice6ma_rice_chen,score_noise_005,13,0.8720105888429752,0.8707098789322197,0.5626730259168705,0.7806818181818181,0.7806818181818183,0.8147727272727273,0.7465909090909091
primary,snnrice6ma_rice_chen,score_noise_005,14,0.866355888429752,0.8734982861886604,0.571969196764294,0.7852272727272728,0.7852272727272727,0.821590909090909,0.7488636363636364
primary,snnrice6ma_rice_chen,score_noise_005,15,0.8778318698347107,0.8724155996668108,0.5794376912597382,0.7886363636363637,0.7886363636363636,0.8318181818181818,0.7454545454545455
primary,snnrice6ma_rice_chen,score_noise_005,16,0.8740173037190084,0.8749326480032633,0.5767029935349989,0.7880681818181818,0.7880681818181818,0.8102272727272727,0.7659090909090909
primary,snnrice6ma_rice_chen,score_noise_005,17,0.8640289256198348,0.861284724339773,0.5457184523138884,0.772159090909091,0.772159090909091,0.8079545454545455,0.7363636363636363
primary,snnrice6ma_rice_chen,score_noise_005,18,0.8785847107438016,0.8760124828647283,0.5834614813834474,0.7909090909090909,0.7909090909090909,0.8284090909090909,0.7534090909090909
primary,snnrice6ma_rice_chen,score_noise_005,19,0.8722378615702479,0.8703892808464393,0.5717851396969008,0.7852272727272728,0.7852272727272727,0.8193181818181818,0.7511363636363636
primary,snnrice6ma_rice_chen,score_noise_005,20,0.8743091425619833,0.8711867539660849,0.5735678069348513,0.7857954545454545,0.7857954545454545,0.8272727272727273,0.7443181818181818
auxiliary,ienhancer_recognition,complete,0,0.8157999999999999,0.796815612839707,0.4623173950192375,0.73,0.73,0.78,0.68
auxiliary,ienhancer_recognition,conflicting_strongest,0,0.821725,0.7908269033639996,0.515161012978766,0.7575,0.7575000000000001,0.77,0.745
auxiliary,ienhancer_recognition,missing_engineered,0,0.841425,0.8382513453706881,0.536065041669624,0.765,0.7649999999999999,0.84,0.69
auxiliary,ienhancer_recognition,missing_foundation,0,0.13624999999999998,0.329069316580352,-0.5924041148964996,0.205,0.20500000000000002,0.25,0.16
auxiliary,ienhancer_recognition,missing_local_derived,0,0.8273249999999999,0.8032716793652777,0.5164545768808172,0.7575,0.7575000000000001,0.795,0.72
auxiliary,ienhancer_recognition,missing_sequence_grammar,0,0.8135249999999999,0.7937559497679222,0.467584704520274,0.7325,0.7325,0.785,0.68
auxiliary,ienhancer_recognition,missing_strongest,0,0.8235250000000001,0.8003206231371238,0.496049012731919,0.7475,0.7475,0.78,0.715
auxiliary,ienhancer_recognition,random_missing_20,1,0.8361000000000002,0.8257408919939229,0.5143649037365505,0.755,0.7549999999999999,0.82,0.69
auxiliary,ienhancer_recognition,random_missing_20,2,0.839575,0.8361792887010012,0.5092616848751034,0.7475,0.7475,0.865,0.63
auxiliary,ienhancer_recognition,random_missing_20,3,0.8318000000000001,0.8180760345977645,0.5244504900843261,0.76,0.76,0.825,0.695
auxiliary,ienhancer_recognition,random_missing_20,4,0.790225,0.7728754249790042,0.3904884159709719,0.695,0.6950000000000001,0.72,0.67
auxiliary,ienhancer_recognition,random_missing_20,5,0.8293999999999999,0.8150160760608587,0.501607721190705,0.75,0.75,0.79,0.71
auxiliary,ienhancer_recognition,random_missing_20,6,0.832575,0.8234869344227059,0.5205008323469453,0.7575,0.7575000000000001,0.83,0.685
auxiliary,ienhancer_recognition,random_missing_20,7,0.807525,0.7844024163980812,0.45628511161314916,0.7275,0.7275,0.765,0.69
auxiliary,ienhancer_recognition,random_missing_20,8,0.8095,0.7938109253585128,0.42305705611332467,0.71,0.71,0.77,0.65
auxiliary,ienhancer_recognition,random_missing_20,9,0.839125,0.8242240608296802,0.5178626297375077,0.7575,0.7575000000000001,0.81,0.705
auxiliary,ienhancer_recognition,random_missing_20,10,0.8418,0.8299690353262748,0.5259506069211406,0.76,0.76,0.835,0.685
auxiliary,ienhancer_recognition,random_missing_20,11,0.7315250000000001,0.7268877059894822,0.29634026628119914,0.6475,0.6475,0.695,0.6
auxiliary,ienhancer_recognition,random_missing_20,12,0.8238000000000001,0.8013468395038919,0.49199663779539793,0.745,0.745,0.79,0.7
auxiliary,ienhancer_recognition,random_missing_20,13,0.8140750000000001,0.8020103545497062,0.47402255834544854,0.735,0.7350000000000001,0.8,0.67
auxiliary,ienhancer_recognition,random_missing_20,14,0.79505,0.7840111444022093,0.43886691224865276,0.715,0.715,0.815,0.615
auxiliary,ienhancer_recognition,random_missing_20,15,0.782875,0.7715285149851995,0.411019165371407,0.7,0.7,0.815,0.585
auxiliary,ienhancer_recognition,random_missing_20,16,0.6857,0.6905591847066213,0.2643171957927295,0.63,0.63,0.72,0.54
auxiliary,ienhancer_recognition,random_missing_20,17,0.7978,0.7824192896177995,0.4106282486415249,0.7025,0.7025,0.785,0.62
auxiliary,ienhancer_recognition,random_missing_20,18,0.83145,0.8277434182635803,0.48883405175860056,0.7425,0.7425,0.805,0.68
auxiliary,ienhancer_recognition,random_missing_20,19,0.7711749999999999,0.7613590653601945,0.35175250767932975,0.6725,0.6725,0.77,0.575
auxiliary,ienhancer_recognition,random_missing_20,20,0.782675,0.7685405239896212,0.3655533181574998,0.6825,0.6825,0.71,0.655
auxiliary,ienhancer_recognition,random_missing_40,1,0.8455,0.8487164431818839,0.5046883805833862,0.7475,0.7475,0.845,0.65
auxiliary,ienhancer_recognition,random_missing_40,2,0.7843999999999999,0.7742156129459837,0.4146981098256823,0.7025,0.7025,0.81,0.595
auxiliary,ienhancer_recognition,random_missing_40,3,0.4343,0.48826467790653044,-0.15641436809147216,0.4275,0.4275,0.615,0.24
auxiliary,ienhancer_recognition,random_missing_40,4,0.85235,0.8524913456309862,0.5634190594416914,0.78,0.78,0.835,0.725
auxiliary,ienhancer_recognition,random_missing_40,5,0.7484999999999999,0.7449630330064423,0.31457899219979124,0.655,0.655,0.74,0.57
auxiliary,ienhancer_recognition,random_missing_40,6,0.831675,0.8147955589262569,0.5057217374241736,0.75,0.75,0.825,0.675
auxiliary,ienhancer_recognition,random_missing_40,7,0.8301249999999999,0.8199716362061826,0.5143649037365505,0.755,0.7549999999999999,0.82,0.69
auxiliary,ienhancer_recognition,random_missing_40,8,0.759525,0.7420220010303982,0.327991624339339,0.6375,0.6375,0.91,0.365
auxiliary,ienhancer_recognition,random_missing_40,9,0.8302750000000001,0.8168367195682353,0.5065255615456924,0.75,0.75,0.83,0.67
auxiliary,ienhancer_recognition,random_missing_40,10,0.8207749999999999,0.7983020157739631,0.5092769427934508,0.75,0.75,0.845,0.655
auxiliary,ienhancer_recognition,random_missing_40,11,0.828275,0.8124521237708964,0.5042793173887751,0.75,0.75,0.815,0.685
auxiliary,ienhancer_recognition,random_missing_40,12,0.7320500000000001,0.705797769324248,0.3313446744336353,0.665,0.665,0.71,0.62
auxiliary,ienhancer_recognition,random_missing_40,13,0.706475,0.7210954206283858,0.24490550378651849,0.5975,0.5975,0.9,0.295
auxiliary,ienhancer_recognition,random_missing_40,14,0.79675,0.7897632880501579,0.4225230815011658,0.7025,0.7025,0.845,0.56
auxiliary,ienhancer_recognition,random_missing_40,15,0.7966249999999999,0.770733129894299,0.4470217576106224,0.7225,0.7225,0.77,0.675
auxiliary,ienhancer_recognition,random_missing_40,16,0.8353499999999999,0.8235308786480643,0.5322958778686434,0.7625,0.7625,0.845,0.68
auxiliary,ienhancer_recognition,random_missing_40,17,0.84475,0.8438583258937087,0.519549799721065,0.7525,0.7525,0.87,0.635
auxiliary,ienhancer_recognition,random_missing_40,18,0.8385,0.8261782690658587,0.5461794764181075,0.77,0.77,0.845,0.695
auxiliary,ienhancer_recognition,random_missing_40,19,0.7742749999999998,0.7498155641485996,0.3551109895290523,0.6775,0.6775,0.69,0.665
auxiliary,ienhancer_recognition,random_missing_40,20,0.83895,0.8425668811121515,0.5083022996014029,0.75,0.75,0.84,0.66
auxiliary,ienhancer_recognition,score_noise_005,1,0.8062499999999999,0.7799848466908417,0.49157556676689085,0.745,0.745,0.785,0.705
auxiliary,ienhancer_recognition,score_noise_005,2,0.8112999999999999,0.7908663162172704,0.45596424402630936,0.7275,0.7275,0.76,0.695
auxiliary,ienhancer_recognition,score_noise_005,3,0.8106500000000001,0.7852474155119957,0.47600662837911417,0.7375,0.7375,0.77,0.705
auxiliary,ienhancer_recognition,score_noise_005,4,0.80185,0.7805761068766457,0.4614791034954486,0.73,0.73,0.77,0.69
auxiliary,ienhancer_recognition,score_noise_005,5,0.8005,0.7758525084980064,0.46711262312121216,0.7325,0.7325,0.78,0.685
auxiliary,ienhancer_recognition,score_noise_005,6,0.804125,0.7759829897877624,0.45183364695495726,0.725,0.7250000000000001,0.77,0.68
auxiliary,ienhancer_recognition,score_noise_005,7,0.808725,0.7960452506343669,0.4611311587098753,0.73,0.73,0.765,0.695
auxiliary,ienhancer_recognition,score_noise_005,8,0.8076249999999998,0.782646406890078,0.4608302423279951,0.73,0.73,0.76,0.7
auxiliary,ienhancer_recognition,score_noise_005,9,0.8135749999999999,0.7881825250511086,0.4570671903659173,0.7275,0.7275,0.775,0.68
auxiliary,ienhancer_recognition,score_noise_005,10,0.809275,0.7805874678826863,0.45596424402630936,0.7275,0.7275,0.76,0.695
auxiliary,ienhancer_recognition,score_noise_005,11,0.8061750000000001,0.7887973901191548,0.4470217576106224,0.7225,0.7225,0.77,0.675
auxiliary,ienhancer_recognition,score_noise_005,12,0.812,0.7877216538779319,0.5009024373130382,0.75,0.75,0.78,0.72
auxiliary,ienhancer_recognition,score_noise_005,13,0.813725,0.8005845681270726,0.44594305184990696,0.7225,0.7224999999999999,0.755,0.69
auxiliary,ienhancer_recognition,score_noise_005,14,0.80255,0.7873266057707511,0.4623173950192375,0.73,0.73,0.78,0.68
auxiliary,ienhancer_recognition,score_noise_005,15,0.8198249999999999,0.7968349285826339,0.43592185967350455,0.7175,0.7175,0.75,0.685
auxiliary,ienhancer_recognition,score_noise_005,16,0.812775,0.792029400572402,0.4618743946650674,0.73,0.73,0.775,0.685
auxiliary,ienhancer_recognition,score_noise_005,17,0.8080999999999999,0.7824837218034263,0.48118033952334816,0.74,0.74,0.775,0.705
auxiliary,ienhancer_recognition,score_noise_005,18,0.8083499999999999,0.7840266433965266,0.47191514237517757,0.735,0.735,0.78,0.69
auxiliary,ienhancer_recognition,score_noise_005,19,0.8129,0.7861632865258532,0.49639808845826117,0.7475,0.7475,0.785,0.71
auxiliary,ienhancer_recognition,score_noise_005,20,0.80425,0.7933520724967096,0.4657049121732532,0.7325,0.7324999999999999,0.76,0.705
auxiliary,ienhancer_strength,complete,0,0.9994999999999999,0.9995008706512909,0.5078007830046403,0.705,0.705,1.0,0.41
auxiliary,ienhancer_strength,conflicting_strongest,0,0.9789,0.9794764802747018,0.6624567313140605,0.805,0.8049999999999999,1.0,0.61
auxiliary,ienhancer_strength,missing_engineered,0,0.4042,0.4109551912081731,0.06546536707079771,0.53,0.53,0.73,0.33
auxiliary,ienhancer_strength,missing_foundation,0,0.971,0.9701730492096058,0.37796447300922725,0.625,0.625,1.0,0.25
auxiliary,ienhancer_strength,missing_local_derived,0,0.9885999999999999,0.9888214640382189,0.5927489783638191,0.76,0.76,1.0,0.52
auxiliary,ienhancer_strength,missing_sequence_grammar,0,0.9999,0.9999009900990099,0.5155800469472481,0.71,0.71,1.0,0.42
auxiliary,ienhancer_strength,missing_strongest,0,0.9886,0.9886947105287471,0.6468691647559471,0.795,0.7949999999999999,1.0,0.59
auxiliary,ienhancer_strength,random_missing_20,1,0.9967,0.9966435914765012,0.6313488723371561,0.785,0.7849999999999999,1.0,0.57
auxiliary,ienhancer_strength,random_missing_20,2,0.9450000000000001,0.9402403702637302,0.6468691647559471,0.795,0.7949999999999999,1.0,0.59
auxiliary,ienhancer_strength,random_missing_20,3,0.9693999999999999,0.9668734277580507,0.42008402520840293,0.65,0.65,1.0,0.3
auxiliary,ienhancer_strength,random_missing_20,4,0.9995999999999999,0.9996153846153846,0.3333333333333333,0.6,0.6,1.0,0.2
auxiliary,ienhancer_strength,random_missing_20,5,0.9898,0.9902637492609332,0.4921747909480132,0.695,0.6950000000000001,1.0,0.39
auxiliary,ienhancer_strength,random_missing_20,6,1.0,1.0,0.5927489783638191,0.76,0.76,1.0,0.52
auxiliary,ienhancer_strength,random_missing_20,7,0.9990999999999999,0.9991477745905432,0.47643873166512696,0.685,0.685,1.0,0.37
auxiliary,ienhancer_strength,random_missing_20,8,1.0,1.0,0.5078007830046403,0.705,0.705,1.0,0.41
auxiliary,ienhancer_strength,random_missing_20,9,0.7535000000000001,0.6437568792560288,0.4605661864718383,0.675,0.675,1.0,0.35
auxiliary,ienhancer_strength,random_missing_20,10,0.9922,0.992510899396539,0.6158817620514397,0.775,0.775,1.0,0.55
auxiliary,ienhancer_strength,random_missing_20,11,0.9291,0.922326816779392,0.4445276036638914,0.665,0.665,1.0,0.33
auxiliary,ienhancer_strength,random_missing_20,12,0.9999,0.9999009900990099,0.47643873166512696,0.685,0.685,1.0,0.37
auxiliary,ienhancer_strength,random_missing_20,13,1.0,1.0,0.5773502691896257,0.75,0.75,1.0,0.5
auxiliary,ienhancer_strength,random_missing_20,14,0.9091,0.8706774805427336,0.42008402520840293,0.65,0.65,1.0,0.3
auxiliary,ienhancer_strength,random_missing_20,15,0.5129,0.4577119820322788,0.345834250622541,0.62,0.62,0.98,0.26
auxiliary,ienhancer_strength,random_missing_20,16,0.9895,0.9897606582853479,0.4685212856658182,0.68,0.6799999999999999,1.0,0.36
auxiliary,ienhancer_strength,random_missing_20,17,0.5293,0.46461920750352625,0.40793005087505674,0.655,0.655,0.98,0.33
auxiliary,ienhancer_strength,random_missing_20,18,1.0,1.0,0.5542468245138263,0.735,0.735,1.0,0.47
auxiliary,ienhancer_strength,random_missing_20,19,0.9787999999999999,0.9796122578204159,0.37796447300922725,0.625,0.625,1.0,0.25
auxiliary,ienhancer_strength,random_missing_20,20,0.9938,0.9930649408076949,0.5233405681948146,0.715,0.715,1.0,0.43
auxiliary,ienhancer_strength,random_missing_40,1,0.9974,0.9974793819979232,0.37796447300922725,0.625,0.625,1.0,0.25
auxiliary,ienhancer_strength,random_missing_40,2,0.9986,0.9985158139257897,0.5619514869490164,0.74,0.74,1.0,0.48
auxiliary,ienhancer_strength,random_missing_40,3,0.8826,0.8783031950130865,0.4525696378552518,0.67,0.67,1.0,0.34
auxiliary,ienhancer_strength,random_missing_40,4,0.9832000000000001,0.9842626412848897,0.4685212856658182,0.68,0.6799999999999999,1.0,0.36
auxiliary,ienhancer_strength,random_missing_40,5,0.3298,0.3862333820996984,0.1529438225803745,0.56,0.56,0.87,0.25
auxiliary,ienhancer_strength,random_missing_40,6,0.9766,0.9777040445637059,0.5388159060803247,0.725,0.725,1.0,0.45
auxiliary,ienhancer_strength,random_missing_40,7,0.5011,0.45203235455895485,0.3515615246553262,0.61,0.61,1.0,0.22
auxiliary,ienhancer_strength,random_missing_40,8,0.9546,0.9568347434580715,0.5773502691896257,0.75,0.75,1.0,0.5
auxiliary,ienhancer_strength,random_missing_40,9,0.9987,0.9988285714285714,0.5388159060803247,0.725,0.725,1.0,0.45
auxiliary,ienhancer_strength,random_missing_40,10,0.9571000000000001,0.9545858109752817,0.3425177889602085,0.605,0.605,1.0,0.21
auxiliary,ienhancer_strength,random_missing_40,11,0.9978,0.9978474911742132,0.4118138454142281,0.645,0.645,1.0,0.29
auxiliary,ienhancer_strength,random_missing_40,12,0.8383,0.843495114682628,0.3692744729379982,0.62,0.62,1.0,0.24
auxiliary,ienhancer_strength,random_missing_40,13,0.5363000000000001,0.5989122423020851,0.01705233720429863,0.505,0.505,0.91,0.1
auxiliary,ienhancer_strength,random_missing_40,14,0.9918,0.9914582466317369,0.4364357804719848,0.66,0.66,1.0,0.32
auxiliary,ienhancer_strength,random_missing_40,15,0.9529000000000001,0.956682667013348,0.5619514869490164,0.74,0.74,1.0,0.48
auxiliary,ienhancer_strength,random_missing_40,16,0.3283,0.38687150748757115,0.23959569062925093,0.59,0.5900000000000001,0.92,0.26
auxiliary,ienhancer_strength,random_missing_40,17,0.9240999999999999,0.9289333842732894,0.5773502691896257,0.75,0.75,1.0,0.5
auxiliary,ienhancer_strength,random_missing_40,18,0.45289999999999997,0.430558314958521,0.40793005087505674,0.655,0.655,0.98,0.33
auxiliary,ienhancer_strength,random_missing_40,19,0.8529,0.886720537964073,0.16012815380508713,0.525,0.525,1.0,0.05
auxiliary,ienhancer_strength,random_missing_40,20,0.9504,0.9543018596209845,0.5310850045437944,0.72,0.72,1.0,0.44
auxiliary,ienhancer_strength,score_noise_005,1,0.9339999999999999,0.9276576812171609,0.6081636405595373,0.77,0.77,1.0,0.54
auxiliary,ienhancer_strength,score_noise_005,2,0.9691,0.9653793718845386,0.5773502691896257,0.75,0.75,1.0,0.5
auxiliary,ienhancer_strength,score_noise_005,3,0.9446,0.9379601762546881,0.5621055298263866,0.745,0.745,0.99,0.5
auxiliary,ienhancer_strength,score_noise_005,4,0.9497000000000001,0.9501773624729546,0.5696519211398116,0.745,0.745,1.0,0.49
auxiliary,ienhancer_strength,score_noise_005,5,0.9239999999999999,0.9248781198341693,0.5465357250000211,0.73,0.73,1.0,0.46
auxiliary,ienhancer_strength,score_noise_005,6,0.9369000000000001,0.9409505226893995,0.5155800469472481,0.71,0.71,1.0,0.42
auxiliary,ienhancer_strength,score_noise_005,7,0.9243,0.9216896856245567,0.5465357250000211,0.73,0.73,1.0,0.46
auxiliary,ienhancer_strength,score_noise_005,8,0.9338,0.9239210158296526,0.6081636405595373,0.77,0.77,1.0,0.54
auxiliary,ienhancer_strength,score_noise_005,9,0.9204,0.9260243253607692,0.5773502691896257,0.75,0.75,1.0,0.5
auxiliary,ienhancer_strength,score_noise_005,10,0.9356,0.9438504402817133,0.5927489783638191,0.76,0.76,1.0,0.52
auxiliary,ienhancer_strength,score_noise_005,11,0.9308000000000001,0.9237844359302819,0.5934860616132056,0.765,0.765,0.99,0.54
auxiliary,ienhancer_strength,score_noise_005,12,0.9557,0.9590200170025187,0.6158817620514397,0.775,0.775,1.0,0.55
auxiliary,ienhancer_strength,score_noise_005,13,0.9525999999999999,0.9486146164211464,0.6313488723371561,0.785,0.7849999999999999,1.0,0.57
auxiliary,ienhancer_strength,score_noise_005,14,0.9242,0.9325124697013444,0.5391624469763301,0.735,0.735,0.98,0.49
auxiliary,ienhancer_strength,score_noise_005,15,0.9527999999999999,0.956222224502261,0.5850486126764433,0.755,0.755,1.0,0.51
auxiliary,ienhancer_strength,score_noise_005,16,0.8901000000000001,0.8883247160058846,0.600453343472309,0.765,0.765,1.0,0.53
auxiliary,ienhancer_strength,score_noise_005,17,0.9424000000000001,0.9467943308814487,0.6158817620514397,0.775,0.775,1.0,0.55
auxiliary,ienhancer_strength,score_noise_005,18,0.9356,0.9363242438163595,0.5850486126764433,0.755,0.755,1.0,0.51
auxiliary,ienhancer_strength,score_noise_005,19,0.9595,0.9627995070487565,0.600453343472309,0.765,0.765,1.0,0.53
auxiliary,ienhancer_strength,score_noise_005,20,0.9211,0.9247268695893978,0.5471529031050638,0.74,0.74,0.98,0.5
